id,tracker,created_at,campaign_name,creative_name,adgroup_name,label,device_name,app_version,activity_kind,event_name,adid,user_id,country
39,gxel3d1,2018-02-03 16:03:41,organic,install_app_section,website,visitor_id_794daa50139f7cb8,"iPhone 8,12.3.1",1.0.0,event,signup,a3228905ad521f1f5604bc5e6b7007c2,5892,in
40,gxel3d1,2018-02-08 10:00:13,organic,install_app_section,website,visitor_id_36ff4e6cb554e93a,"iPhone 7,12.0.1",1.0.0,click,,b861e712c2289db55d03f254317748f5,,br
41,gxel3d1,2018-02-08 10:10:13,organic,install_app_section,website,visitor_id_36ff4e6cb554e93a,"iPhone 7,12.0.1",1.0.0,install,,b861e712c2289db55d03f254317748f5,,br
42,gxel3d1,2018-02-08 10:23:58,organic,install_app_section,website,visitor_id_36ff4e6cb554e93a,"iPhone 7,12.0.1",1.0.0,event,signup,b861e712c2289db55d03f254317748f5,5893,br
46,gxel3d1,2018-02-10 17:41:13,organic,install_app_section,website,visitor_id_9e5a5c92f0acc2db,"iPhone 7 Plus,12.3.1",1.0.0,click,,e77b387092b8341a3a7b330d4f02cf84,,id
47,gxel3d1,2018-02-10 17:51:13,organic,install_app_section,website,visitor_id_9e5a5c92f0acc2db,"iPhone 7 Plus,12.3.1",1.0.0,install,,e77b387092b8341a3a7b330d4f02cf84,,id
49,gxel3d1,2018-02-15 01:28:26,organic,install_app_section,website,visitor_id_83b949fd725c5866,"iPhone 7 Plus,12.1.2",1.0.0,click,,68d58776c2eed2274240e2bc44b7d4e0,,us
50,gxel3d1,2018-02-15 01:33:26,organic,install_app_section,website,visitor_id_83b949fd725c5866,"iPhone 7 Plus,12.1.2",1.0.0,install,,68d58776c2eed2274240e2bc44b7d4e0,,us
51,gxel3d1,2018-02-15 01:51:15,organic,install_app_section,website,visitor_id_83b949fd725c5866,"iPhone 7 Plus,12.1.2",1.0.0,event,signup,68d58776c2eed2274240e2bc44b7d4e0,5896,us
52,gxel3d1,2018-02-01 16:27:00,organic,install_app_section,website,visitor_id_d3ff8931171b007e,"iPhone XS,12.3.1",1.0.0,click,,309c0f219c1874c290256077f162c0c6,,in
53,gxel3d1,2018-02-01 16:30:00,organic,install_app_section,website,visitor_id_d3ff8931171b007e,"iPhone XS,12.3.1",1.0.0,install,,309c0f219c1874c290256077f162c0c6,,in
54,gxel3d1,2018-02-01 16:48:20,organic,install_app_section,website,visitor_id_d3ff8931171b007e,"iPhone XS,12.3.1",1.0.0,event,signup,309c0f219c1874c290256077f162c0c6,5897,in
55,gxel3d1,2018-02-03 20:13:52,organic,appstore_hero_badge,website,visitor_id_1411358048ff06ae,"iPhone 8,12.2.0",1.0.0,click,,55d0c57338e3fb1bcaa030826be04f8f,,us
56,gxel3d1,2018-02-03 20:26:52,organic,appstore_hero_badge,website,visitor_id_1411358048ff06ae,"iPhone 8,12.2.0",1.0.0,install,,55d0c57338e3fb1bcaa030826be04f8f,,us
57,gxel3d1,2018-02-03 20:40:12,organic,appstore_hero_badge,website,visitor_id_1411358048ff06ae,"iPhone 8,12.2.0",1.0.0,event,signup,55d0c57338e3fb1bcaa030826be04f8f,5898,us
58,gxel3d1,2018-02-02 17:46:34,organic,install_app_section,website,visitor_id_244b2b30c256a3fc,"iPhone 7,12.3.1",1.0.0,click,,423e36cdb5e3e035f63931e12d58a801,,in
59,gxel3d1,2018-02-02 17:53:34,organic,install_app_section,website,visitor_id_244b2b30c256a3fc,"iPhone 7,12.3.1",1.0.0,install,,423e36cdb5e3e035f63931e12d58a801,,in
60,gxel3d1,2018-02-02 18:14:09,organic,install_app_section,website,visitor_id_244b2b30c256a3fc,"iPhone 7,12.3.1",1.0.0,event,signup,423e36cdb5e3e035f63931e12d58a801,5899,in
61,gxel3d1,2018-02-11 09:28:19,organic,install_app_section,website,visitor_id_ac42755d850a3004,"iPhone 7 Plus,12.2.0",1.0.0,click,,09eb0521d3b0816950d0f42615dfdbec,,mx
62,gxel3d1,2018-02-11 09:36:19,organic,install_app_section,website,visitor_id_ac42755d850a3004,"iPhone 7 Plus,12.2.0",1.0.0,install,,09eb0521d3b0816950d0f42615dfdbec,,mx
63,gxel3d1,2018-02-11 09:57:56,organic,install_app_section,website,visitor_id_ac42755d850a3004,"iPhone 7 Plus,12.2.0",1.0.0,event,signup,09eb0521d3b0816950d0f42615dfdbec,5900,mx
64,gxel3d1,2018-02-10 04:13:23,organic,appstore_hero_badge,website,visitor_id_9f7066f50099115e,"iPhone 7 Plus,12.2.0",1.0.0,click,,953c4112d21e05c254d75207fc4e0652,,br
65,gxel3d1,2018-02-10 04:25:23,organic,appstore_hero_badge,website,visitor_id_9f7066f50099115e,"iPhone 7 Plus,12.2.0",1.0.0,install,,953c4112d21e05c254d75207fc4e0652,,br
66,gxel3d1,2018-02-10 04:44:39,organic,appstore_hero_badge,website,visitor_id_9f7066f50099115e,"iPhone 7 Plus,12.2.0",1.0.0,event,signup,953c4112d21e05c254d75207fc4e0652,5901,br
67,gxel3d1,2018-02-16 11:14:19,organic,appstore_footer_badge,website,visitor_id_c9f5e6e58a0e3b5c,"iPhone 7 Plus,12.1.4",1.0.0,click,,5859be3353267e8fddab664658347180,,us
68,gxel3d1,2018-02-16 11:23:19,organic,appstore_footer_badge,website,visitor_id_c9f5e6e58a0e3b5c,"iPhone 7 Plus,12.1.4",1.0.0,install,,5859be3353267e8fddab664658347180,,us
70,gxel3d1,2018-02-07 09:16:52,organic,install_app_section,website,visitor_id_b12e9acb6d08ba14,"iPhone 7,12.3.1",1.0.0,click,,9d9e43ea29ccafa993d56b490cb6515b,,id
71,gxel3d1,2018-02-07 09:27:52,organic,install_app_section,website,visitor_id_b12e9acb6d08ba14,"iPhone 7,12.3.1",1.0.0,install,,9d9e43ea29ccafa993d56b490cb6515b,,id
72,gxel3d1,2018-02-07 09:43:32,organic,install_app_section,website,visitor_id_b12e9acb6d08ba14,"iPhone 7,12.3.1",1.0.0,event,signup,9d9e43ea29ccafa993d56b490cb6515b,5903,id
73,gxel3d1,2018-02-09 19:44:49,organic,appstore_hero_badge,website,visitor_id_57df5c7ea44432a6,"iPhone 7,12.3.1",1.0.0,click,,e8aac7c4cc82d3a14a23bf71a19d1a2a,,tr
74,gxel3d1,2018-02-09 19:51:49,organic,appstore_hero_badge,website,visitor_id_57df5c7ea44432a6,"iPhone 7,12.3.1",1.0.0,install,,e8aac7c4cc82d3a14a23bf71a19d1a2a,,tr
75,gxel3d1,2018-02-09 20:13:10,organic,appstore_hero_badge,website,visitor_id_57df5c7ea44432a6,"iPhone 7,12.3.1",1.0.0,event,signup,e8aac7c4cc82d3a14a23bf71a19d1a2a,5904,tr
76,gxel3d1,2018-02-09 06:25:29,organic,appstore_hero_badge,website,visitor_id_490ad642378096d8,"iPhone 7 Plus,12.1.2",1.0.0,click,,7c436520738ae8036ed96ce9c0a8aa6a,,br
77,gxel3d1,2018-02-09 06:44:29,organic,appstore_hero_badge,website,visitor_id_490ad642378096d8,"iPhone 7 Plus,12.1.2",1.0.0,install,,7c436520738ae8036ed96ce9c0a8aa6a,,br
78,gxel3d1,2018-02-09 06:57:18,organic,appstore_hero_badge,website,visitor_id_490ad642378096d8,"iPhone 7 Plus,12.1.2",1.0.0,event,signup,7c436520738ae8036ed96ce9c0a8aa6a,5905,br
79,gxel3d1,2018-02-06 12:28:46,organic,appstore_footer_badge,website,visitor_id_5b244ec136ed4150,"iPhone X,12.1.0",1.0.0,click,,b98cbac90a00092fb124199d1054343b,,us
80,gxel3d1,2018-02-06 12:34:46,organic,appstore_footer_badge,website,visitor_id_5b244ec136ed4150,"iPhone X,12.1.0",1.0.0,install,,b98cbac90a00092fb124199d1054343b,,us
81,gxel3d1,2018-02-06 12:54:01,organic,appstore_footer_badge,website,visitor_id_5b244ec136ed4150,"iPhone X,12.1.0",1.0.0,event,signup,b98cbac90a00092fb124199d1054343b,5906,us
82,gxel3d1,2018-02-07 03:07:15,organic,appstore_footer_badge,website,visitor_id_1ed2ea57ad66f6c2,"iPhone X,12.1.0",1.0.0,click,,66eaa1d726bf7a4c5bddf2705b89ea54,,kr
83,gxel3d1,2018-02-07 03:10:15,organic,appstore_footer_badge,website,visitor_id_1ed2ea57ad66f6c2,"iPhone X,12.1.0",1.0.0,install,,66eaa1d726bf7a4c5bddf2705b89ea54,,kr
84,gxel3d1,2018-02-07 03:32:39,organic,appstore_footer_badge,website,visitor_id_1ed2ea57ad66f6c2,"iPhone X,12.1.0",1.0.0,event,signup,66eaa1d726bf7a4c5bddf2705b89ea54,5907,kr
88,gxel3d1,2018-02-12 07:11:46,organic,install_app_section,website,visitor_id_c27933bcd3e3cfc1,"iPhone 7,12.1.4",1.0.0,click,,75c8a3f953f5b4743daa77ee5b160cd4,,jp
89,gxel3d1,2018-02-12 07:27:46,organic,install_app_section,website,visitor_id_c27933bcd3e3cfc1,"iPhone 7,12.1.4",1.0.0,install,,75c8a3f953f5b4743daa77ee5b160cd4,,jp
90,gxel3d1,2018-02-12 07:39:32,organic,install_app_section,website,visitor_id_c27933bcd3e3cfc1,"iPhone 7,12.1.4",1.0.0,event,signup,75c8a3f953f5b4743daa77ee5b160cd4,5909,jp
91,gxel3d1,2018-02-03 10:08:42,organic,install_app_section,website,visitor_id_da271fdc52ba43c2,"iPhone 7,11.4.1",1.0.0,click,,43a8a0c5b64852168319c58ec4232ced,,in
92,gxel3d1,2018-02-03 10:16:42,organic,install_app_section,website,visitor_id_da271fdc52ba43c2,"iPhone 7,11.4.1",1.0.0,install,,43a8a0c5b64852168319c58ec4232ced,,in
94,gxel3d1,2018-02-25 00:54:22,organic,install_app_section,website,visitor_id_0773082188486407,"iPhone 7,12.1.0",1.0.0,click,,a4716566271bd33b7d91a1d6d7e94629,,br
95,gxel3d1,2018-02-25 01:06:22,organic,install_app_section,website,visitor_id_0773082188486407,"iPhone 7,12.1.0",1.0.0,install,,a4716566271bd33b7d91a1d6d7e94629,,br
96,gxel3d1,2018-02-25 01:28:06,organic,install_app_section,website,visitor_id_0773082188486407,"iPhone 7,12.1.0",1.0.0,event,signup,a4716566271bd33b7d91a1d6d7e94629,5911,br
97,gxel3d1,2018-02-23 19:55:38,organic,appstore_hero_badge,website,visitor_id_f6b3288fa2931d57,"iPhone 7,12.1.4",1.0.0,click,,662dd2cc2849a957353ae82f2f69d17a,,tr
98,gxel3d1,2018-02-23 20:04:38,organic,appstore_hero_badge,website,visitor_id_f6b3288fa2931d57,"iPhone 7,12.1.4",1.0.0,install,,662dd2cc2849a957353ae82f2f69d17a,,tr
99,gxel3d1,2018-02-23 20:23:38,organic,appstore_hero_badge,website,visitor_id_f6b3288fa2931d57,"iPhone 7,12.1.4",1.0.0,event,signup,662dd2cc2849a957353ae82f2f69d17a,5912,tr
100,gxel3d1,2018-02-23 08:16:42,organic,appstore_hero_badge,website,visitor_id_0ac188feab51d9ef,"iPhone 7 Plus,12.3.1",1.0.0,click,,16c5b00c85612d0f4ac7370f71adda12,,br
101,gxel3d1,2018-02-23 08:28:42,organic,appstore_hero_badge,website,visitor_id_0ac188feab51d9ef,"iPhone 7 Plus,12.3.1",1.0.0,install,,16c5b00c85612d0f4ac7370f71adda12,,br
102,gxel3d1,2018-02-23 08:48:33,organic,appstore_hero_badge,website,visitor_id_0ac188feab51d9ef,"iPhone 7 Plus,12.3.1",1.0.0,event,signup,16c5b00c85612d0f4ac7370f71adda12,5913,br
103,gxel3d1,2018-02-08 22:37:55,organic,appstore_footer_badge,website,visitor_id_62aa6e2865609ab7,"iPhone 7 Plus,12.1.0",1.0.0,click,,c16d1bf1784e1cc3954fc4ff675eaa59,,in
104,gxel3d1,2018-02-08 22:44:55,organic,appstore_footer_badge,website,visitor_id_62aa6e2865609ab7,"iPhone 7 Plus,12.1.0",1.0.0,install,,c16d1bf1784e1cc3954fc4ff675eaa59,,in
105,gxel3d1,2018-02-08 23:06:30,organic,appstore_footer_badge,website,visitor_id_62aa6e2865609ab7,"iPhone 7 Plus,12.1.0",1.0.0,event,signup,c16d1bf1784e1cc3954fc4ff675eaa59,5914,in
106,gxel3d1,2018-02-12 02:50:09,organic,appstore_hero_badge,website,visitor_id_445db487b6a6263a,"iPhone 7 Plus,12.3.1",1.0.0,click,,9bac4479becf018f0bc033e91244734a,,in
107,gxel3d1,2018-02-12 03:00:09,organic,appstore_hero_badge,website,visitor_id_445db487b6a6263a,"iPhone 7 Plus,12.3.1",1.0.0,install,,9bac4479becf018f0bc033e91244734a,,in
108,gxel3d1,2018-02-12 03:23:42,organic,appstore_hero_badge,website,visitor_id_445db487b6a6263a,"iPhone 7 Plus,12.3.1",1.0.0,event,signup,9bac4479becf018f0bc033e91244734a,5915,in
109,gxel3d1,2018-02-01 07:01:28,organic,install_app_section,website,visitor_id_0bcce573bc3be23a,"iPhone X,12.1.4",1.0.0,click,,9fe2838c968296211bfad0321001caa4,,id
110,gxel3d1,2018-02-01 07:05:28,organic,install_app_section,website,visitor_id_0bcce573bc3be23a,"iPhone X,12.1.4",1.0.0,install,,9fe2838c968296211bfad0321001caa4,,id
111,gxel3d1,2018-02-01 07:24:41,organic,install_app_section,website,visitor_id_0bcce573bc3be23a,"iPhone X,12.1.4",1.0.0,event,signup,9fe2838c968296211bfad0321001caa4,5916,id
112,gxel3d1,2018-02-21 05:44:40,organic,appstore_hero_badge,website,visitor_id_91d777c837a3ae9e,"iPhone XS,12.3.1",1.0.0,click,,957471ade8d13d942a93ece4e5aad973,,us
113,gxel3d1,2018-02-21 05:55:40,organic,appstore_hero_badge,website,visitor_id_91d777c837a3ae9e,"iPhone XS,12.3.1",1.0.0,install,,957471ade8d13d942a93ece4e5aad973,,us
115,gxel3d1,2018-02-21 10:28:12,organic,install_app_section,website,visitor_id_406769680e0c010f,"iPhone 7 Plus,12.3.1",1.0.0,click,,a0f1f8d83b04483261bc096c16a6b342,,in
116,gxel3d1,2018-02-21 10:45:12,organic,install_app_section,website,visitor_id_406769680e0c010f,"iPhone 7 Plus,12.3.1",1.0.0,install,,a0f1f8d83b04483261bc096c16a6b342,,in
117,gxel3d1,2018-02-21 11:00:27,organic,install_app_section,website,visitor_id_406769680e0c010f,"iPhone 7 Plus,12.3.1",1.0.0,event,signup,a0f1f8d83b04483261bc096c16a6b342,5918,in
118,gxel3d1,2018-02-25 05:54:01,organic,appstore_hero_badge,website,visitor_id_7f248cf7a675bb90,"iPhone 7 Plus,12.2.0",1.0.0,click,,0af71621aa20c8fcf28ded38c49d9681,,id
119,gxel3d1,2018-02-25 06:08:01,organic,appstore_hero_badge,website,visitor_id_7f248cf7a675bb90,"iPhone 7 Plus,12.2.0",1.0.0,install,,0af71621aa20c8fcf28ded38c49d9681,,id
120,gxel3d1,2018-02-25 06:23:23,organic,appstore_hero_badge,website,visitor_id_7f248cf7a675bb90,"iPhone 7 Plus,12.2.0",1.0.0,event,signup,0af71621aa20c8fcf28ded38c49d9681,5919,id
121,gxel3d1,2018-02-15 19:03:07,organic,install_app_section,website,visitor_id_f3f2337167d2eec6,"iPhone 7,12.0.1",1.0.0,click,,bf6b03e3f9b0f6cc771fc62c20d0d378,,us
122,gxel3d1,2018-02-15 19:16:07,organic,install_app_section,website,visitor_id_f3f2337167d2eec6,"iPhone 7,12.0.1",1.0.0,install,,bf6b03e3f9b0f6cc771fc62c20d0d378,,us
123,gxel3d1,2018-02-15 19:35:58,organic,install_app_section,website,visitor_id_f3f2337167d2eec6,"iPhone 7,12.0.1",1.0.0,event,signup,bf6b03e3f9b0f6cc771fc62c20d0d378,5920,us
124,gxel3d1,2018-02-08 11:22:36,organic,appstore_footer_badge,website,visitor_id_b7dedb60cae1efb3,"iPhone 7,12.1.4",1.0.0,click,,189be0c06224e8248cfb47dd9592a057,,us
125,gxel3d1,2018-02-08 11:36:36,organic,appstore_footer_badge,website,visitor_id_b7dedb60cae1efb3,"iPhone 7,12.1.4",1.0.0,install,,189be0c06224e8248cfb47dd9592a057,,us
126,gxel3d1,2018-02-08 11:51:28,organic,appstore_footer_badge,website,visitor_id_b7dedb60cae1efb3,"iPhone 7,12.1.4",1.0.0,event,signup,189be0c06224e8248cfb47dd9592a057,5921,us
130,gxel3d1,2018-02-06 01:23:33,organic,install_app_section,website,visitor_id_eaee8eb43250c76e,"iPhone 7 Plus,12.1.2",1.0.0,click,,4db98b1115c0c94f1f2e634feab723df,,in
131,gxel3d1,2018-02-06 01:37:33,organic,install_app_section,website,visitor_id_eaee8eb43250c76e,"iPhone 7 Plus,12.1.2",1.0.0,install,,4db98b1115c0c94f1f2e634feab723df,,in
132,gxel3d1,2018-02-06 01:51:55,organic,install_app_section,website,visitor_id_eaee8eb43250c76e,"iPhone 7 Plus,12.1.2",1.0.0,event,signup,4db98b1115c0c94f1f2e634feab723df,5923,in
133,gxel3d1,2018-02-06 08:20:43,organic,appstore_hero_badge,website,visitor_id_01f3aa3a00fd1641,"iPhone X,12.1.4",1.0.0,click,,cc446c9a958a31d983e1717214e0af34,,in
134,gxel3d1,2018-02-06 08:22:43,organic,appstore_hero_badge,website,visitor_id_01f3aa3a00fd1641,"iPhone X,12.1.4",1.0.0,install,,cc446c9a958a31d983e1717214e0af34,,in
135,gxel3d1,2018-02-06 08:43:18,organic,appstore_hero_badge,website,visitor_id_01f3aa3a00fd1641,"iPhone X,12.1.4",1.0.0,event,signup,cc446c9a958a31d983e1717214e0af34,5924,in
136,gxel3d1,2018-02-05 15:54:31,organic,install_app_section,website,visitor_id_2c3915cb127df9cd,"iPhone 7,12.3.1",1.0.0,click,,5c5c3e814a45bb84e51aa216fb95647e,,in
137,gxel3d1,2018-02-05 16:01:31,organic,install_app_section,website,visitor_id_2c3915cb127df9cd,"iPhone 7,12.3.1",1.0.0,install,,5c5c3e814a45bb84e51aa216fb95647e,,in
138,gxel3d1,2018-02-05 16:16:49,organic,install_app_section,website,visitor_id_2c3915cb127df9cd,"iPhone 7,12.3.1",1.0.0,event,signup,5c5c3e814a45bb84e51aa216fb95647e,5925,in
139,gxel3d1,2018-02-01 03:57:17,organic,install_app_section,website,visitor_id_7fc304b33f85d67e,"iPhone 6s,12.1.0",1.0.0,click,,cb1e1b1028e3c342e690fcf7d223f314,,in
140,gxel3d1,2018-02-01 04:00:17,organic,install_app_section,website,visitor_id_7fc304b33f85d67e,"iPhone 6s,12.1.0",1.0.0,install,,cb1e1b1028e3c342e690fcf7d223f314,,in
142,gxel3d1,2018-02-05 16:10:32,organic,install_app_section,website,visitor_id_d1f03ce3d6838dfb,"iPhone 6s,12.2.0",1.0.0,click,,5223e21597062ea733be6c009686554a,,kr
143,gxel3d1,2018-02-05 16:14:32,organic,install_app_section,website,visitor_id_d1f03ce3d6838dfb,"iPhone 6s,12.2.0",1.0.0,install,,5223e21597062ea733be6c009686554a,,kr
144,gxel3d1,2018-02-05 16:32:18,organic,install_app_section,website,visitor_id_d1f03ce3d6838dfb,"iPhone 6s,12.2.0",1.0.0,event,signup,5223e21597062ea733be6c009686554a,5927,kr
145,gxel3d1,2018-02-20 23:51:45,organic,appstore_hero_badge,website,visitor_id_a05cadcfb3fd1bb1,"iPhone XS,12.3.1",1.0.0,click,,47149590571715637beb5b4ae4a80bb5,,us
146,gxel3d1,2018-02-21 00:02:45,organic,appstore_hero_badge,website,visitor_id_a05cadcfb3fd1bb1,"iPhone XS,12.3.1",1.0.0,install,,47149590571715637beb5b4ae4a80bb5,,us
147,gxel3d1,2018-02-21 00:24:56,organic,appstore_hero_badge,website,visitor_id_a05cadcfb3fd1bb1,"iPhone XS,12.3.1",1.0.0,event,signup,47149590571715637beb5b4ae4a80bb5,5928,us
148,gxel3d1,2018-02-20 15:43:09,organic,install_app_section,website,visitor_id_30c852ca7e2e4d79,"iPhone 7,11.4.1",1.0.0,click,,1e12bd69759f246335f6eb72e276e11a,,in
149,gxel3d1,2018-02-20 15:58:09,organic,install_app_section,website,visitor_id_30c852ca7e2e4d79,"iPhone 7,11.4.1",1.0.0,install,,1e12bd69759f246335f6eb72e276e11a,,in
150,gxel3d1,2018-02-20 16:11:45,organic,install_app_section,website,visitor_id_30c852ca7e2e4d79,"iPhone 7,11.4.1",1.0.0,event,signup,1e12bd69759f246335f6eb72e276e11a,5929,in
151,gxel3d1,2018-02-05 04:48:58,organic,appstore_footer_badge,website,visitor_id_b10c8c41c621b644,"iPhone 6s,12.1.0",1.0.0,click,,761fdc355bf68487d953df3168b0a9be,,kr
152,gxel3d1,2018-02-05 04:55:58,organic,appstore_footer_badge,website,visitor_id_b10c8c41c621b644,"iPhone 6s,12.1.0",1.0.0,install,,761fdc355bf68487d953df3168b0a9be,,kr
153,gxel3d1,2018-02-05 05:17:59,organic,appstore_footer_badge,website,visitor_id_b10c8c41c621b644,"iPhone 6s,12.1.0",1.0.0,event,signup,761fdc355bf68487d953df3168b0a9be,5930,kr
