url,referer_url,screen_resolution,device_type,custom_parameters,pageview_id,user_id,visitor_id,created_at,country
https://www.bindle.com/books/final-visions,https://www.bindle.com/,1920x1080,desktop,{},47a31a5fb662be84,,a62abe2381492523,2018-04-25 10:17:17.106505,kr
https://www.bindle.com/,https://twitter.com,1920x1080,desktop,{},6ec3ada5799f7d8a,,a62abe2381492523,2018-04-25 10:13:52.106505,kr
https://www.bindle.com/,,375x667,mobile,{},1bd32dd708d38a32,,e18f937293e173a8,2018-12-14 16:45:57.176369,tz
https://www.bindle.com/,https://www.google.com/,375x667,mobile,{},afe178038239ca77,,31510b714322e782,2018-06-06 11:25:55.275652,fr
https://www.bindle.com/,,376x812,mobile,{},18ba0cdaaf166f4e,,1d3b47c40e05e09e,2018-02-23 01:20:56.406969,kp
https://www.bindle.com/,,1024x1366,tablet,{},e95189986361e725,,df565cf1f39611ce,2018-06-24 22:00:56.327221,la
https://www.bindle.com/,,375x667,mobile,{},f162a217c8bee308,,aa5f3ccea41e2c50,2018-04-02 15:29:54.494183,no
https://www.bindle.com/,,1366x768,desktop,{},289ba6b39be58470,,41fa57879807571c,2018-04-14 15:19:11.345805,mc
https://www.bindle.com/,,320x568,mobile,{},29c2fb641701a959,,8dc26a6058a575a1,2018-07-20 06:02:41.150776,us
https://www.bindle.com/,,375x667,mobile,{},7fedc5f868d0b24f,,b025693e3fd01b59,2018-08-12 10:42:32.516647,gn
https://www.bindle.com/,,375x667,mobile,{},8e83c2f2240e65ec,,de9b21250acef965,2018-12-23 12:44:11.63539,ls
https://www.bindle.com/,,320x568,mobile,{},7b567928749b8b39,,a355df988b87e8ec,2018-10-03 05:22:25.342596,ai
https://www.bindle.com/,,1280x800,desktop,{},416c04522efa4e66,,52be0690b0bdc92e,2018-08-13 19:22:27.434787,in
https://www.bindle.com/,,375x667,mobile,{},d46515ff2002e586,,85e9d438e10ce975,2018-12-01 09:46:10.777126,bw
https://www.bindle.com/books/the-petals-of-the-ashes,https://www.bindle.com/,375x667,mobile,{},2c8819df2f97272c,,52a1a7a2274f93bc,2018-08-10 03:42:34.90719,by
https://www.bindle.com/,,375x667,mobile,{},a8c7f8a698a19f14,,52a1a7a2274f93bc,2018-08-10 03:32:30.90719,by
https://www.bindle.com/,https://www.google.com/,1920x1080,desktop,{},9dbea7f49e29e637,,718bac0f4293364f,2018-11-27 11:25:04.115481,cl
https://www.bindle.com/,,375x667,mobile,{},7a384e04b1742bb7,,4267eb949ce9e3bb,2018-01-26 20:52:30.12582,lb
https://www.bindle.com/,,375x667,mobile,{},66aeff65330925b8,,1c214051f4aa4f47,2018-06-29 23:43:54.465817,ee
https://www.bindle.com/,,1920x1080,desktop,{},e0c52aafa4c5b381,,8470b401a88a9f2e,2018-06-07 20:50:22.422693,aw
https://www.bindle.com/,,375x667,mobile,{},c7d8a508df27e5f4,,6bf75e25e14d0e76,2018-02-22 04:45:46.758826,vc
https://www.bindle.com/,https://twitter.com,375x667,mobile,{},459a6caf1a7b792d,,4306172646fe20a9,2018-03-24 06:25:46.083966,dj
https://www.bindle.com/,,375x667,mobile,{},4eb290233ab8393c,,6a8bb1239c973ac1,2018-09-29 04:00:10.409983,pf
https://www.bindle.com/,https://www.google.com/,375x667,mobile,{},e1172d9d32c1e7a2,,ad8da526b02fb904,2018-07-17 09:11:51.492553,gu
https://www.bindle.com/books/snake-of-river,https://www.bindle.com/,375x667,mobile,{},e7ae29755940bea3,,ad8da526b02fb904,2018-07-17 09:24:16.492553,gu
https://www.bindle.com/books/the-bridges-s-trainer,https://www.bindle.com/,320x568,mobile,{},94fac0a6506ef1ef,,98f54228f92c47fd,2018-04-12 07:44:30.843058,cx
https://www.bindle.com/,https://techcrunch.com/,320x568,mobile,{},d6a22da7981d43aa,,98f54228f92c47fd,2018-04-12 07:36:32.843058,cx
https://www.bindle.com/,,1366x768,desktop,{},b5621b390be8fcb1,,8158498e0b45ad01,2018-03-16 05:48:53.857119,ve
https://www.bindle.com/,,1920x1080,desktop,{},8fe274bdfc8c8f9c,,cc5d994ced90e2d6,2018-01-24 07:39:51.764036,sc
https://www.bindle.com/books/dream-in-the-soul,https://www.bindle.com/,375x667,mobile,{},d145d42e8a529449,,ef210a4ab344e705,2018-01-11 18:33:30.750177,bg
https://www.bindle.com/,,375x667,mobile,{},eb6a9e8dc7cbb711,,ef210a4ab344e705,2018-01-11 18:27:23.750177,bg
https://www.bindle.com/books/rings-in-the-danger,https://www.bindle.com/,1024x1366,tablet,{},11801d9daabb2b96,,e20f9cfbda3f8fd7,2018-08-28 21:06:26.954501,py
https://www.bindle.com/,,375x667,mobile,{},190ba25aa2a4cb5b,,dbb3dea6415a85eb,2018-12-22 05:19:29.273106,cl
https://www.bindle.com/,https://twitter.com,376x812,mobile,{},06a44c5cdfaedc43,,7f1cbdc7c8eed52c,2018-10-27 01:26:41.662565,to
https://www.bindle.com/,https://www.google.com/,375x667,mobile,{},7b38d5dd2122e6ce,,3405973888fbeb9f,2018-03-08 01:33:02.678675,td
https://www.bindle.com/,,375x667,mobile,{},b8bb2c41a0b4831c,,fbfb3c4f79a04ac0,2018-11-28 22:44:27.921715,ar
https://www.bindle.com/,https://www.google.com/,1280x800,desktop,{},c863c2cf0c39de74,,621567edcdb8c761,2018-11-13 14:12:27.131468,th
https://www.bindle.com/,https://techcrunch.com/,375x667,mobile,{},7c920409023f864e,,6a89363b509ea1ac,2018-05-02 10:08:32.658673,sc
https://www.bindle.com/books/hunter-in-the-someone,https://www.bindle.com/,1920x1080,desktop,{},47ea3bcb0a958d6c,,d1bd32943edf8e85,2018-02-21 02:02:24.183812,bn
https://www.bindle.com/,,1920x1080,desktop,{},7713f02f59efaa4a,,d1bd32943edf8e85,2018-02-21 01:53:53.183812,bn
https://www.bindle.com/,,375x667,mobile,{},486838ff542d0741,,d6230f0197685d48,2018-02-28 04:40:26.460675,pw
https://www.bindle.com/,https://techcrunch.com/,1366x768,desktop,{},3a6f2a1f14c88dd2,,3995f6509945e230,2018-10-14 20:53:45.54307,pl
https://www.bindle.com/books/the-petals-s-silk,https://www.bindle.com/,1366x768,desktop,{},c91e0a676456ccea,,3995f6509945e230,2018-10-14 21:04:34.54307,pl
https://www.bindle.com/books/the-stripped-destiny,https://www.bindle.com/,1366x768,desktop,{},89e1a45fb932d4dc,,e9a064fa29c6c5be,2018-01-13 18:56:50.328233,dk
https://www.bindle.com/,,1366x768,desktop,{},ee68e7a3122c980e,,e9a064fa29c6c5be,2018-01-13 18:50:54.328233,dk
https://www.bindle.com/,,1920x1080,desktop,{},e0aefd00df9ce7dc,,100b0628d79dfbb2,2018-08-12 01:21:42.60685,cl
https://www.bindle.com/,,375x667,mobile,{},b7f9d3fa3cb17534,,24651d6771dfc60d,2018-05-16 07:33:52.876376,py
https://www.bindle.com/,,1280x800,desktop,{},4f08c279d7c0477f,,47e1a62f7bc652f0,2018-01-04 18:31:00.481877,ir
https://www.bindle.com/,,375x667,mobile,{},b147d752885e04c3,,d38a099901c0f504,2018-08-19 20:40:48.161758,na
https://www.bindle.com/,https://techcrunch.com/,1024x1366,tablet,{},712bfae5e84e7249,,e20f9cfbda3f8fd7,2018-08-28 20:59:41.954501,py
https://www.bindle.com/,,375x667,mobile,{},7ff49701bce53b02,,cd8b7f094f45349d,2018-03-09 13:04:07.692544,gb
https://www.bindle.com/,,320x568,mobile,{},2ce7e6852b33c287,,0335acd9a45f5465,2018-05-10 04:03:46.088129,de
https://www.bindle.com/books/the-school-s-sparks,https://www.bindle.com/,1024x1366,tablet,{},2f3d708ab6f08fd5,,c418ef665c20dd04,2018-09-21 07:10:08.638393,lv
https://www.bindle.com/books/the-petals-s-silk,https://www.bindle.com/,1366x768,desktop,{},6ad5eaa8c7790f9c,,60ab2bc754377dc2,2018-09-08 13:54:42.805267,dm
https://www.bindle.com/,https://twitter.com,1366x768,desktop,{},a2b7de5cf7c0e9f7,,60ab2bc754377dc2,2018-09-08 13:51:01.805267,dm
https://www.bindle.com/,,375x667,mobile,{},a83250dc72284080,,c37447c7099a3904,2018-10-21 10:52:06.612271,eh
https://www.bindle.com/,,1280x800,desktop,{},f012db6f8e8c3f95,,61cd5946b514f9e3,2018-11-24 20:44:15.838799,tw
https://www.bindle.com/,,1920x1080,desktop,{},cb12fd768cfbf13a,,049501478268482d,2018-12-25 19:59:09.691884,pn
https://www.bindle.com/,,1366x768,desktop,{},e293f267c44571f7,,b35521da62137c66,2018-01-06 23:06:42.531223,ec
https://www.bindle.com/,,1280x800,desktop,{},632c94b6591b66d7,,0b2b64f4692121e5,2018-09-16 14:38:33.408229,ua
https://www.bindle.com/,,375x667,mobile,{},71d463abfa41d151,,738cacc978846b08,2018-06-13 12:50:22.560136,ps
https://www.bindle.com/,,1366x768,desktop,{},57c47af58198d056,,ca06e75a08e8e35b,2018-06-25 00:41:34.551687,pm
https://www.bindle.com/,https://www.google.com/,375x667,mobile,{},303e865aa6657725,,8d3fc27095015068,2018-09-01 15:01:04.571586,br
https://www.bindle.com/,,1920x1080,desktop,{},57936a6c6f0e36ea,,c6b51932e4bb7fe3,2018-09-17 01:07:43.904443,ms
https://www.bindle.com/,,1366x768,desktop,{},f11ef138f9c2f897,,1279dcb2175002e0,2018-11-11 07:16:43.271112,rw
https://www.bindle.com/,,1280x800,desktop,{},9ec4343a9299fc9b,,a845588bb56d2504,2018-04-07 04:27:56.156679,sz
https://www.bindle.com/books/lords-of-flame,https://www.bindle.com/,375x667,mobile,{},723b42013fc05a98,,699beaf8241c3bd4,2018-01-05 04:20:31.249932,sh
https://www.bindle.com/,,375x667,mobile,{},4fb77055f1260da3,,9d4ab183aeb81770,2018-05-29 03:47:33.473995,ad
https://www.bindle.com/,,1366x768,desktop,{},36464cddf748b4e2,,d1587afb127229b2,2018-08-04 13:04:13.035596,ls
https://www.bindle.com/,,1920x1080,desktop,{},b3fb7b910d40f287,,e4e2eb6eacce351d,2018-04-19 10:40:10.303172,jo
https://www.bindle.com/books/the-vision-s-night,https://www.bindle.com/,375x667,mobile,{},aad386f12fed80d9,,1a32522ab775aeb1,2018-06-09 04:25:24.469515,vn
https://www.bindle.com/,,1920x1080,desktop,{},4f016bfcf2d25af6,,df9ed83d611112fb,2018-06-26 09:13:39.204336,mq
https://www.bindle.com/,,376x812,mobile,{},6d79cd246ce07cc5,,bca08fdeb9a9e8e6,2018-04-15 06:06:14.416168,ch
https://www.bindle.com/,,376x812,mobile,{},9caa2f08cb705ad2,,98ae1f397a7ef2b4,2018-07-01 21:10:40.17389,nr
https://www.bindle.com/,,375x667,mobile,{},4bd76cd841adddea,,c03deaf4cdb7f2a1,2018-01-18 03:27:11.581394,hu
https://www.bindle.com/,,1280x800,desktop,{},880d9c98b27eba73,,83f97c8e4c255abe,2018-04-10 12:25:14.871521,dj
https://www.bindle.com/,https://techcrunch.com/,375x667,mobile,{},9ac79773780cf326,,c69313cd0a68a24f,2018-03-22 05:33:45.42994,kz
https://www.bindle.com/books/storms-in-the-stones,https://www.bindle.com/,375x667,mobile,{},abd3b2923406ac29,,c69313cd0a68a24f,2018-03-22 05:41:23.42994,kz
https://www.bindle.com/,,376x812,mobile,{},da4d03e6b89e6522,,15cb9105a74fcdf4,2018-07-28 06:31:55.384312,be
https://www.bindle.com/,,1280x800,desktop,{},b1e66878c8f535da,,72979f78775ce2f3,2018-01-19 02:21:56.706564,ae
https://www.bindle.com/books/fallen-magic,https://www.bindle.com/,1280x800,desktop,{},f4a88b889de8dbeb,,72979f78775ce2f3,2018-01-19 02:26:43.706564,ae
https://www.bindle.com/,,375x667,mobile,{},21c4c6d3fdf1bc3b,,0836fc92bfe43813,2018-01-10 02:56:42.778414,cn
https://www.bindle.com/,,1024x1366,tablet,{},13ea78fa507f3317,,e890904e296dc275,2018-02-25 23:52:36.011026,hr
https://www.bindle.com/,https://techcrunch.com/,1366x768,desktop,{},0db143d1bf8fca0d,,37ba34bc310e82b3,2018-08-01 14:15:20.524452,gr
https://www.bindle.com/,https://techcrunch.com/,1920x1080,desktop,{},12d5960edb46e6e2,,8c7d9d2dffe1d2aa,2018-08-15 22:17:32.166079,in
https://www.bindle.com/,,376x812,mobile,{},09853a7a8b748ef6,,746e8f3d28852b07,2018-02-06 01:20:21.236192,in
https://www.bindle.com/,,375x667,mobile,{},09bd8220b78b9cf5,,cb1dd63ea8a4761f,2018-07-04 02:01:09.314002,us
https://www.bindle.com/,,320x568,mobile,{},b525e282185d3f6f,,c3ac62952fa3db4a,2018-01-22 18:02:13.538467,ir
https://www.bindle.com/,https://twitter.com,376x812,mobile,{},6c7ac9526329f8cd,,9f15ded5fa6fb10b,2018-04-18 05:21:09.17631,im
https://www.bindle.com/,,1920x1080,desktop,{},ec38e83fadd10810,,892c40087b8a9eb0,2018-06-30 15:17:58.581411,er
https://www.bindle.com/books/willow-of-tears,https://www.bindle.com/,375x667,mobile,{},378382ca4f182e4f,,58c953ac0e63e7ed,2018-09-08 09:40:22.587229,sd
https://www.bindle.com/,,375x667,mobile,{},a7970b8bc19882e7,,d8de69b4cc510ad6,2018-08-18 10:37:56.495812,pr
https://www.bindle.com/,,375x667,mobile,{},a7daa39bceeecea1,,7e75c7f80acfdf43,2018-12-21 18:13:06.648334,fr
https://www.bindle.com/,https://twitter.com,768x1024,tablet,{},792337737bf87acd,,067bc1d6a2e0cd60,2018-10-19 02:36:47.833566,bq
https://www.bindle.com/,,375x667,mobile,{},7f75e13b0fa3a12b,,260c51010d9b7016,2018-08-23 11:45:59.540806,iq
https://www.bindle.com/,,376x812,mobile,{},ab9d77a300abb687,,3eb60ab96466fe1e,2018-08-28 18:31:35.561703,vu
https://www.bindle.com/books/playful-search,https://www.bindle.com/,1366x768,desktop,{},9f87295d1afbd46f,,37ba34bc310e82b3,2018-08-01 14:24:15.524452,gr
https://www.bindle.com/,,375x667,mobile,{},88db888d5774d0a7,,aa7d0acd53f74e2e,2018-09-30 16:50:03.569644,fm
https://www.bindle.com/books/the-lovely-planet,https://www.bindle.com/,1366x768,desktop,{},92a1158f96fd6ade,,7d6cd3dfd39ec06b,2018-06-04 20:10:57.911427,tr
https://www.bindle.com/,https://www.google.com/,1366x768,desktop,{},e09536e5571786b0,,7d6cd3dfd39ec06b,2018-06-04 20:02:12.911427,tr
https://www.bindle.com/,,375x667,mobile,{},2e89eec468d61c2e,,e47e1bf8ccb49131,2018-01-28 00:17:39.619653,id
https://www.bindle.com/,https://twitter.com,375x667,mobile,{},55892f5973794149,,43609d18f1f39d80,2018-02-05 07:31:42.166199,us
https://www.bindle.com/books/sleeping-fire,https://www.bindle.com/,1920x1080,desktop,{},62f11f7a6e8aa460,,8c7d9d2dffe1d2aa,2018-08-15 22:28:30.166079,in
https://www.bindle.com/books/the-vacant-wind,https://www.bindle.com/,1280x800,desktop,{},d9155970a2eccd8d,,61df89a821d5fa38,2018-02-04 11:00:03.918978,jp
https://www.bindle.com/,,375x667,mobile,{},2c73ed35318569ec,,78f40c769afb1631,2018-12-10 08:20:31.13259,in
https://www.bindle.com/,https://twitter.com,1280x800,desktop,{},bb47617b47945b97,,4518c634a21f7e56,2018-02-23 05:38:41.734733,us
https://www.bindle.com/books/the-shadow-s-secrets,https://www.bindle.com/,1280x800,desktop,{},c49d9750209245c2,,4518c634a21f7e56,2018-02-23 05:53:08.734733,us
https://www.bindle.com/,,1366x768,desktop,{},a3958f389d269016,,a78ea1c152909844,2018-02-21 12:41:25.91581,in
https://www.bindle.com/,https://techcrunch.com/,1280x800,desktop,{},2b19e47071f8378b,,4c29e7a8b47eed30,2018-10-09 15:53:13.282063,in
https://www.bindle.com/books/snow-of-tears,https://www.bindle.com/,1280x800,desktop,{},8f575230ec945f09,,4c29e7a8b47eed30,2018-10-09 16:05:24.282063,in
https://www.bindle.com/,,1024x1366,tablet,{},c52f9119aa32ae7f,,b06e5b664ee82a63,2018-12-25 08:59:04.132058,br
https://www.bindle.com/,,375x667,mobile,{},ea3cc9794093680c,,0933d4cfcfc45bf1,2018-11-26 17:59:32.317714,in
https://www.bindle.com/books/time-of-person,https://www.bindle.com/,375x667,mobile,{},3804b66996846cbc,,1f5de75aa0d115fe,2018-07-18 18:27:40.020409,in
https://www.bindle.com/,https://www.google.com/,375x667,mobile,{},7808e0cfcddf1e6a,,1f5de75aa0d115fe,2018-07-18 18:17:41.020409,in
https://www.bindle.com/,https://twitter.com,1024x1366,tablet,{},fb641ea8a6f3d978,,bffbe917e18ca19f,2018-02-14 17:36:03.425223,vn
https://www.bindle.com/,,375x667,mobile,{},721d1d725d6a88ab,,4c2f13904992dcd6,2018-05-24 05:30:51.741026,in
https://www.bindle.com/,,1280x800,desktop,{},26b9838ceb5a62e0,,74d330b4cfc68e3a,2018-05-12 10:40:40.452618,in
https://www.bindle.com/books/wizards-in-the-edge,https://www.bindle.com/,320x568,mobile,{},64e7eeebf63328e9,,1e0b3703e2e3babb,2018-04-06 13:24:04.03106,us
https://www.bindle.com/,,375x667,mobile,{},221a3813cb245df0,,ed643e9025bb2bc2,2018-11-19 19:47:15.91379,br
https://www.bindle.com/books/the-sucking-serpents,https://www.bindle.com/,1280x800,desktop,{},63d3a4709a49c0f0,,e2635c3a05fbf87b,2018-07-27 13:53:23.81708,in
https://www.bindle.com/,https://techcrunch.com/,1280x800,desktop,{},a39c00c8016ac4cf,,e2635c3a05fbf87b,2018-07-27 13:48:28.81708,in
https://www.bindle.com/,https://www.google.com/,375x667,mobile,{},290abaef30da0895,,0db5ddc06801d81d,2018-04-01 17:34:22.364394,tr
https://www.bindle.com/books/the-willing-boy,https://www.bindle.com/,375x667,mobile,{},66cfe48302856c8a,,0db5ddc06801d81d,2018-04-01 17:37:42.364394,tr
https://www.bindle.com/,,1024x1366,tablet,{},f5bcc6045d1e4706,,37333c6cb95df087,2018-10-14 05:23:55.927429,mx
https://www.bindle.com/,,1024x1366,tablet,{},f1d26e2929fb4f5e,,9dee0d1b81ee189a,2018-09-05 20:57:43.951875,mx
https://www.bindle.com/books/night-of-heart,https://www.bindle.com/,1366x768,desktop,{},e21ff8459b4086e1,,93fb84b680316902,2018-11-09 16:20:41.73853,vn
https://www.bindle.com/,https://facebook.com,1366x768,desktop,{},f316f5573aa6e379,,93fb84b680316902,2018-11-09 16:08:27.73853,vn
https://www.bindle.com/books/flying-of-visions,https://www.bindle.com/,375x667,mobile,{},41be953d308a7865,,16cf61c5f121021f,2018-06-02 14:52:24.22086,jp
https://www.bindle.com/,,1920x1080,desktop,{},28a1812de65883da,,b2084916a05f0bff,2018-06-17 20:30:08.539669,us
https://www.bindle.com/,https://facebook.com,1366x768,desktop,{},279f2a79692a1a8a,,b0b4d7b71efc4803,2018-06-24 00:51:44.684005,mx
https://www.bindle.com/,https://techcrunch.com/,1280x800,desktop,{},039233fcc76ded2f,,fc7367d79bdb02fd,2018-12-25 01:48:55.637388,kr
https://www.bindle.com/books/red-shard,https://www.bindle.com/,1920x1080,desktop,{},0ea4734f7557ea5a,,b91165b9957fd02c,2018-01-07 02:14:07.756472,in
https://www.bindle.com/,,1024x1366,tablet,{},3185eb127c4c5c39,,bf0f8738e220caae,2018-08-05 18:07:17.167192,in
https://www.bindle.com/,,375x667,mobile,{},23be5de1090b8fc0,,e051fc42ca6ee396,2018-10-29 09:28:59.292071,in
https://www.bindle.com/,https://techcrunch.com/,375x667,mobile,{},0f4d21d41311b0bc,,914088721e6d3d30,2018-04-12 10:52:56.311591,us
https://www.bindle.com/,https://techcrunch.com/,375x667,mobile,{},2b491493bb1f724b,,4564075cf9e015a5,2018-12-30 21:34:52.897361,in
https://www.bindle.com/,https://twitter.com,376x812,mobile,{},1fa4d839b5ebfcba,,d637c8d14d947c23,2018-04-13 04:18:28.939759,br
https://www.bindle.com/,,1024x1366,tablet,{},bc09a4f92d8278eb,,a441264c0fedce19,2018-08-20 02:56:51.083329,id
https://www.bindle.com/,,1920x1080,desktop,{},e781e778339535d8,,574a02d36ae30bc5,2018-09-20 19:19:48.009704,in
https://www.bindle.com/,,1366x768,desktop,{},d24e5de963faa653,,484bd8fd18e5df69,2018-11-24 20:31:25.224081,in
https://www.bindle.com/,,1280x800,desktop,{},a6209d7496c0388a,,a56d07fffa9db12e,2018-01-20 15:48:17.701171,us
https://www.bindle.com/,https://techcrunch.com/,320x568,mobile,{},6cd554ac1b692d68,,fc32edb151fa4888,2018-08-22 12:12:01.803181,in
https://www.bindle.com/books/entwined-slave,https://www.bindle.com/,375x667,mobile,{},6e1f164b84c03ed4,,dfe150ebeac5ead7,2018-07-31 20:04:47.297567,us
https://www.bindle.com/,,375x667,mobile,{},973feec6b2ef1afc,,dfe150ebeac5ead7,2018-07-31 19:54:23.297567,us
https://www.bindle.com/,,375x667,mobile,{},afd3f893a1324230,,cf9e13894a8a2351,2018-03-29 10:04:30.821749,br
https://www.bindle.com/books/petals-of-storms,https://www.bindle.com/,320x568,mobile,{},c3b59376dbdbdba6,,2a61409427d6401a,2018-05-05 13:09:04.648961,in
https://www.bindle.com/books/all-luck,https://www.bindle.com/,1366x768,desktop,{},b342260a0208a9ff,,1d56ecd959cb5120,2018-01-12 01:57:10.503485,br
https://www.bindle.com/,,1366x768,desktop,{},cc89aa6dee1c2ad8,,1d56ecd959cb5120,2018-01-12 01:49:23.503485,br
https://www.bindle.com/books/next-hustler,https://www.bindle.com/,1280x800,desktop,{},9f6823f61f5a53b1,,fc7367d79bdb02fd,2018-12-25 01:55:56.637388,kr
https://www.bindle.com/,,375x667,mobile,{},39d00f7bb6b9d9cf,,17201dcbdb12e739,2018-03-06 03:02:39.883797,in
https://www.bindle.com/,https://twitter.com,1920x1080,desktop,{},8787d84b883de058,,b91165b9957fd02c,2018-01-07 02:07:01.756472,in
https://www.bindle.com/,,1280x800,desktop,{},8312faa8f7cb84cd,,a4b7f5889fa9d987,2018-11-03 16:24:57.656346,in
https://www.bindle.com/books/petals-of-storms,https://www.bindle.com/,375x667,mobile,{},42e4539348e2da8d,,bbe49541409fe7b8,2018-03-12 08:39:53.57916,jp
https://www.bindle.com/,https://facebook.com,375x667,mobile,{},af65a19e4dccaff8,,bbe49541409fe7b8,2018-03-12 08:35:12.57916,jp
https://www.bindle.com/books/force-in-the-winter,https://www.bindle.com/,1024x1366,tablet,{},e2e3aca22149a4ee,,bf0f8738e220caae,2018-08-05 18:13:54.167192,in
https://www.bindle.com/,,1920x1080,desktop,{},47d2c7f10d652f7c,,e7b6d0b40923c9e9,2018-11-03 07:50:11.886944,in
https://www.bindle.com/books/magnificent-storms,https://www.bindle.com/,1366x768,desktop,{},32eeeed89d43526e,,a8c6352877b21b41,2018-12-03 09:16:06.684102,in
https://www.bindle.com/,,375x667,mobile,{},405db9ac2947afd7,,1faf7e77a19b621d,2018-09-13 16:45:00.622589,jp
https://www.bindle.com/,,375x667,mobile,{},a244c5c0e6139ad2,,12bd88c713bcd665,2018-05-31 07:04:49.69399,br
https://www.bindle.com/,,1280x800,desktop,{},d297986db5101b73,,38cf6938a680ab44,2018-11-16 10:10:20.949345,vn
https://www.bindle.com/,,1920x1080,desktop,{},9a18cedd31df3e95,,711e4ca98ca37b6b,2018-01-06 09:56:14.218287,us
https://www.bindle.com/,https://twitter.com,320x568,mobile,{},9a98b58a3984d3a1,,47db50469ad916e6,2018-06-07 13:52:58.205349,in
https://www.bindle.com/books/teacher-in-the-legacy,https://www.bindle.com/,375x667,mobile,{},af09c7980e500915,,914088721e6d3d30,2018-04-12 11:03:23.311591,us
https://www.bindle.com/,,375x667,mobile,{},d9b095f38af6a5f3,,2b6e4db459e83c36,2018-01-09 14:08:26.423659,in
https://www.bindle.com/books/bridges-in-the-dragon,https://www.bindle.com/,375x667,mobile,{},7780de081370384b,,4564075cf9e015a5,2018-12-30 21:43:02.897361,in
https://www.bindle.com/books/abyss-of-fire,https://www.bindle.com/,1920x1080,desktop,{},9c9fb62245a2e93f,,ca675c3bb3e04223,2018-01-02 22:22:11.288001,in
https://www.bindle.com/,,320x568,mobile,{},acdbf6d5dfdf17c1,,aae25fbddc59a927,2018-09-03 23:41:50.700956,id
https://www.bindle.com/,,1024x1366,tablet,{},f05ea8f7c399021a,,d6ad67f7394cd1d5,2018-01-07 21:20:52.913029,in
https://www.bindle.com/,,320x568,mobile,{},fe73c4d5e19063e7,,48871b1f4a3798d9,2018-03-19 16:02:33.119982,in
https://www.bindle.com/,,375x667,mobile,{},3bcf0404949bc008,,39dad6a37b7b531b,2018-11-20 21:26:56.438426,br
https://www.bindle.com/,,1024x1366,tablet,{},35c4b212864aa1cd,,bc6e34ae30d7d012,2018-10-22 10:56:08.861529,in
https://www.bindle.com/,,375x667,mobile,{},5b3e5c4ac7d0b50a,,736155fc859e95db,2018-03-30 02:11:45.31359,in
https://www.bindle.com/books/the-dying-s-obsession,https://www.bindle.com/,376x812,mobile,{},be73c6e6291e3527,,d637c8d14d947c23,2018-04-13 04:27:36.939759,br
